"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "y"
"1" -0.534820886637653 1.40374248497587 1.563855559313 1.15221814796364 0.928757668230577 0.0127966334779152 -1.05745756043079 -1.35998880837773 1.61793783984053
"2" 1.49663369304839 -1.57912075643812 0.975121141754866 -1.19096362851052 -0.346928486137213 -0.926822109216747 -0.789857255567928 -1.45007571415919 2.51745313563657
"3" -0.90565541247953 -0.424967112523001 1.68760029839535 0.103757584759472 0.616291785459313 0.585269802436039 -0.0183388860688066 0.355116022314066 2.53743008175472
"4" -0.533125388669947 0.489653172773887 -0.76894744023436 -0.76154302517185 -1.44531862584255 -1.54794470068991 1.26300887097355 1.43022411112172 1.84442240710541
"5" -1.16150661942509 0.549191688293131 0.944912008976458 -1.64873382546864 -0.930544966792396 0.560227065551927 -1.37633765402481 0.283276573675205 2.16054414726577
"6" 0.853735675443901 -0.517740936445402 -1.58402341337561 -1.58761239657407 0.21443785190332 -0.57404374251375 0.835341268886384 0.136098867372648 1.81876561960544
"7" -1.16347387006537 -0.18208661674187 0.0332034703541572 0.141908632909898 -1.00708869881087 0.600196508380647 0.935580362254535 -1.55871149702505 2.29862967062943
"8" 0.887170305225016 1.20146178028063 1.0219923002289 -0.493427052798406 -0.0637512112346156 -0.526983517154311 -0.271904370116269 -1.02356135798038 1.89718060118879
"9" -0.60900264702939 1.13880890739242 0.374217857298641 0.71886060659132 -1.25409648032034 -1.450341832352 0.367789729593516 -1.57186381586845 1.36560803999627
"10" -1.00166859346048 1.7216448079418 -0.725890871206347 -1.70602483784658 -1.60607382538161 -0.84474385448742 0.396027594525608 0.634587740522755 1.26693400199246
"11" -1.54341062955761 -0.625591137235132 -1.51201946318748 0.969189577068465 1.23456247289848 -0.276698254671295 0.186038954447348 1.0367294026059 1.72445295042758
"12" -0.411649026474465 -0.95046927772201 1.55411367182376 1.24842882452836 -0.969341321774135 1.42746383432617 -0.512133951109954 1.4529517371048 3.24697859220763
"13" 0.301472843483969 1.41080663347128 -0.446743453721981 1.62612479985361 1.00728820149913 1.27221280492385 1.06198218357157 -0.54276444051291 2.03787659305299
"14" 1.00448073983997 0.430115511390651 -1.64061699123551 -0.471584633960734 0.426590838231903 -0.102798518259373 -0.418200667052411 1.19867658681477 2.33980616390385
"15" 1.5943730394906 1.62261406060785 0.457636826159691 -1.31718877919797 -0.248447519730006 0.692375880555487 -1.35428927500836 0.0176769488111444 2.27243999072691
"16" -0.259620701532089 -0.930805879895356 -1.58322824509429 -0.593169922862023 -0.0929106677884545 -0.433629181852284 0.553118720277099 0.50381982765103 2.20281368294134
"17" -0.859968472521425 -0.348378456026095 -0.707507706248993 0.834811752580854 -1.02181712829652 -1.13869340295787 0.410029598555173 -0.572614696357626 2.23180518945554
"18" -1.06041539882302 1.58247865328625 0.966504729160284 1.66177348258805 0.993773173524958 1.29427910423074 -0.830517233456791 -1.13612536991109 1.95912340332926
"19" -0.903588743903408 0.846717897943221 -1.69020094824607 -0.981808279414618 -0.919504789401628 -1.41792850420578 -0.473920461374518 -1.54388088606012 1.50856387181996
"20" -1.37488672951723 -0.557025069668997 1.5156727760012 -1.67815240105549 -0.45640013138459 -0.189478191988646 -1.43131128228257 -0.42659516599534 2.68520469082708
"21" 0.161545171055888 0.744712461116681 0.179362581806222 -0.190871002999184 -0.221387366728252 1.11528810560016 -0.378889876240277 0.405110481070881 2.46885472741764
"22" 1.32249780745866 1.49604497002648 -0.646179836603659 1.60425909038408 -0.24507450623917 -0.232419890833261 -1.35884817958385 0.178024931241723 2.1551096630776
"23" 1.03912727160673 -0.44748032959491 -1.32638282024254 0.649250240608504 -0.484520683382666 -1.69943065672133 -1.13270128962437 0.429886604835129 2.64736953840316
"24" -1.68237139735663 0.370300821531174 -1.05888507608755 1.2103665446738 -1.14650270213774 0.209811103060246 -1.05591645862522 -1.63914226858897 1.58848636321901
"25" -0.7618113629833 1.23037406230707 -1.25174074339285 0.338685564146934 -0.502726311849393 -0.222298455003319 1.03188756278838 -0.185198669280169 1.78761364287733
